Loan_ID,Application_Date,Age,Gender,Region,Annual_Income,Employment_Years,Home_Ownership,Education,Loan_Purpose,Credit_Score,Previous_Defaults,Loan_Amount_Requested,Application_Status,Funded_Amount,Interest_Rate,Loan_Term_Months,Loan_Status,Loan_Quality,Total_Received,Total_Interest_Received
LN100181,20-09-2022,33,Female,Central,29200,4,OWN,Bachelor's,Business,682,1,13900,Approved,13590,9.76,48,Fully Paid,Good Loan,13590,663.19
LN100182,24-05-2022,35,Female,West,53500,2,OWN,Bachelor's,Business,698,0,22400,Approved,21850,8.64,60,Charged Off,Bad Loan,1061.04,45.84
LN100183,12-12-2022,45,Male,Central,40400,29,RENT,Bachelor's,Car,844,1,16800,Approved,16310,6.26,48,Current,Good Loan,9616.26,300.99
LN100184,16-09-2023,43,Female,West,38900,0,RENT,Master's,Medical,613,0,19200,Approved,18500,11.78,36,Fully Paid,Good Loan,18500,1089.65
LN100185,13-10-2024,42,Female,North,28400,7,RENT,High School,Car,527,0,30700,Rejected,0,,60,Not Funded,N/A,0,0
LN100186,30-05-2024,46,Female,Central,42700,12,MORTGAGE,High School,Medical,445,1,22200,Rejected,0,,48,Not Funded,N/A,0,0
LN100187,02-01-2022,53,Male,Central,50100,19,MORTGAGE,Master's,Debt Consolidation,321,0,8100,Rejected,0,,24,Not Funded,N/A,0,0
LN100188,15-06-2024,31,Female,South,58900,5,MORTGAGE,Bachelor's,Debt Consolidation,599,0,11500,Approved,10800,12.8,48,Charged Off,Bad Loan,3083.86,197.37
LN100189,11-09-2022,30,Female,North,53900,7,MORTGAGE,Bachelor's,Debt Consolidation,564,0,23100,Approved,21970,12.19,24,Fully Paid,Good Loan,21970,1339.07
LN100190,29-03-2023,45,Male,West,87000,29,MORTGAGE,High School,Debt Consolidation,349,0,28000,Rejected,0,,24,Not Funded,N/A,0,0
LN100191,26-11-2024,57,Male,West,36200,14,RENT,Master's,Home Improvement,674,0,20800,Approved,20520,9.09,12,Current,Good Loan,15224.73,691.96
LN100192,11-10-2024,63,Male,Central,22600,9,RENT,Master's,Education,360,0,25200,Rejected,0,,48,Not Funded,N/A,0,0
LN100193,09-01-2022,58,Female,North,68800,32,MORTGAGE,Master's,Business,318,0,31800,Rejected,0,,12,Not Funded,N/A,0,0
LN100194,26-03-2024,61,Male,North,53000,8,MORTGAGE,Master's,Education,607,0,22300,Rejected,0,,12,Not Funded,N/A,0,0
LN100195,27-07-2022,44,Male,East,52600,32,RENT,Bachelor's,Home Improvement,836,0,39100,Approved,35770,6.1,60,Current,Good Loan,23171.22,706.72
LN100196,08-02-2023,60,Male,East,39300,8,RENT,Bachelor's,Debt Consolidation,506,0,10200,Rejected,0,,24,Not Funded,N/A,0,0
LN100197,01-06-2022,53,Male,North,81600,13,MORTGAGE,Bachelor's,Debt Consolidation,624,2,36900,Approved,32930,11.65,12,Current,Good Loan,13931.55,811.51
LN100198,23-02-2022,37,Female,South,44900,31,RENT,Master's,Education,374,0,10700,Rejected,0,,48,Not Funded,N/A,0,0
LN100199,20-09-2023,44,Male,East,36400,5,MORTGAGE,Master's,Debt Consolidation,717,0,21700,Approved,21700,7.97,36,Fully Paid,Good Loan,21700,864.74
LN100200,10-08-2023,57,Female,West,115100,4,MORTGAGE,Bachelor's,Home Improvement,627,1,18800,Rejected,0,,48,Not Funded,N/A,0,0
LN100201,14-04-2022,22,Female,South,74000,3,RENT,High School,Debt Consolidation,580,0,15500,Approved,13680,10.52,24,Charged Off,Bad Loan,2411.7,126.86
LN100202,11-09-2022,52,Female,East,53200,15,MORTGAGE,Master's,Education,374,0,38500,Rejected,0,,60,Not Funded,N/A,0,0
LN100203,25-05-2023,44,Male,West,18100,9,RENT,Bachelor's,Education,540,0,11600,Approved,11360,12.88,48,Fully Paid,Good Loan,11360,731.58
LN100204,09-04-2022,29,Male,Central,48700,30,RENT,High School,Home Improvement,304,0,27300,Rejected,0,,48,Not Funded,N/A,0,0
LN100205,02-06-2022,24,Male,South,53700,30,RENT,Bachelor's,Debt Consolidation,514,0,32400,Approved,30520,13.86,12,Current,Good Loan,26327.04,1824.46
LN100206,02-07-2024,37,Male,South,104700,13,MORTGAGE,PhD,Debt Consolidation,786,0,8700,Approved,8110,6.18,48,Fully Paid,Good Loan,8110,250.6
LN100207,27-05-2024,37,Male,Central,24600,12,MORTGAGE,Bachelor's,Business,656,0,39000,Rejected,0,,24,Not Funded,N/A,0,0
LN100208,04-12-2022,50,Female,South,109300,3,RENT,High School,Personal,693,0,22300,Approved,19720,7.71,36,Current,Good Loan,8843.75,340.93
LN100209,01-04-2024,60,Male,West,65900,25,MORTGAGE,High School,Debt Consolidation,454,0,36700,Rejected,0,,12,Not Funded,N/A,0,0
LN100210,14-08-2024,31,Male,East,31500,23,RENT,High School,Debt Consolidation,690,0,26900,Approved,22960,10.18,48,Fully Paid,Good Loan,22960,1168.66
LN100211,10-06-2022,41,Male,South,82000,8,MORTGAGE,High School,Debt Consolidation,668,0,26300,Approved,24010,8.86,36,Fully Paid,Good Loan,24010,1063.64
LN100212,11-03-2024,41,Male,West,48500,34,MORTGAGE,Master's,Medical,328,0,14500,Rejected,0,,48,Not Funded,N/A,0,0
LN100213,02-02-2023,38,Female,West,25600,14,MORTGAGE,High School,Personal,722,0,31100,Approved,30860,9.16,60,Fully Paid,Good Loan,30860,1413.39
LN100214,26-03-2024,49,Male,East,44400,23,RENT,Master's,Debt Consolidation,308,0,2200,Rejected,0,,24,Not Funded,N/A,0,0
LN100215,05-02-2023,44,Male,North,60800,30,RENT,High School,Medical,499,1,22700,Rejected,0,,60,Not Funded,N/A,0,0
LN100216,02-10-2023,30,Female,Central,55700,18,MORTGAGE,Master's,Business,744,0,2300,Approved,2220,6.3,12,Charged Off,Bad Loan,35.66,1.12
LN100217,22-11-2024,37,Male,South,72400,1,RENT,High School,Car,633,0,13000,Approved,11340,10.44,36,Fully Paid,Good Loan,11340,591.95
LN100218,19-11-2023,38,Male,East,88800,1,OWN,Bachelor's,Home Improvement,529,0,4800,Rejected,0,,60,Not Funded,N/A,0,0
LN100219,05-04-2023,62,Male,Central,33000,33,RENT,High School,Debt Consolidation,692,1,36600,Rejected,0,,48,Not Funded,N/A,0,0
LN100220,12-08-2024,40,Male,South,53700,18,RENT,Bachelor's,Education,607,0,25500,Approved,23960,10.87,60,Fully Paid,Good Loan,23960,1302.23
LN100221,15-04-2023,57,Male,West,41200,22,RENT,High School,Car,630,0,27100,Approved,23080,11.24,36,Current,Good Loan,11560.99,649.73
LN100222,11-11-2024,38,Male,Central,30900,15,MORTGAGE,Bachelor's,Personal,659,0,34200,Approved,32660,12.36,48,Fully Paid,Good Loan,32660,2018.39
LN100223,20-01-2024,37,Female,South,52900,5,MORTGAGE,Bachelor's,Business,482,0,29600,Rejected,0,,12,Not Funded,N/A,0,0
LN100224,07-02-2022,29,Male,South,65800,25,MORTGAGE,Master's,Debt Consolidation,686,0,5800,Approved,5090,10.29,60,Current,Good Loan,2292.1,117.93
LN100225,18-08-2022,34,Female,Central,67600,21,RENT,High School,Home Improvement,408,0,25100,Approved,21710,16.75,24,Charged Off,Bad Loan,3043.44,254.89
LN100226,17-07-2023,49,Female,North,45300,23,MORTGAGE,High School,Medical,638,0,39100,Approved,35450,10.25,36,Charged Off,Bad Loan,4455.18,228.33
LN100227,14-03-2023,51,Male,North,34400,20,RENT,High School,Business,499,0,9400,Rejected,0,,24,Not Funded,N/A,0,0
LN100228,27-01-2022,24,Male,Central,40500,29,MORTGAGE,Bachelor's,Education,480,0,25200,Rejected,0,,48,Not Funded,N/A,0,0
LN100229,14-08-2022,38,Male,West,23300,10,MORTGAGE,High School,Debt Consolidation,839,0,23000,Approved,19920,5.96,24,Fully Paid,Good Loan,19920,593.62
LN100230,08-03-2024,40,Female,Central,31700,8,RENT,High School,Debt Consolidation,736,0,16300,Approved,15810,8.49,36,Fully Paid,Good Loan,15810,671.13
LN100231,11-10-2022,63,Female,North,33000,11,RENT,Bachelor's,Education,339,0,38200,Rejected,0,,36,Not Funded,N/A,0,0
LN100232,28-05-2024,64,Female,North,79300,25,RENT,High School,Debt Consolidation,521,0,14900,Approved,12740,14.72,24,Current,Good Loan,6058.02,445.87
LN100233,17-08-2024,29,Male,North,79200,2,MORTGAGE,Bachelor's,Home Improvement,596,0,4700,Approved,4150,12.55,24,Fully Paid,Good Loan,4150,260.41
LN100234,29-03-2023,33,Female,West,141200,32,MORTGAGE,High School,Education,328,0,38500,Approved,37260,18.56,48,Current,Good Loan,23183.59,2151.44
LN100235,16-10-2024,35,Male,East,60400,14,RENT,Bachelor's,Debt Consolidation,501,0,29400,Rejected,0,,24,Not Funded,N/A,0,0
LN100236,26-03-2024,47,Male,South,43600,4,RENT,PhD,Car,784,0,14400,Approved,12650,7.13,36,Current,Good Loan,7555.86,269.37
LN100237,21-10-2023,35,Male,North,54500,23,MORTGAGE,High School,Debt Consolidation,429,0,11900,Rejected,0,,24,Not Funded,N/A,0,0
LN100238,01-07-2023,48,Male,East,50200,10,RENT,High School,Medical,347,1,37200,Rejected,0,,12,Not Funded,N/A,0,0
LN100239,08-12-2024,57,Male,East,40800,32,RENT,Master's,Debt Consolidation,715,1,11700,Rejected,0,,36,Not Funded,N/A,0,0
LN100240,17-01-2022,39,Female,North,62600,22,MORTGAGE,Bachelor's,Debt Consolidation,756,0,21900,Approved,21700,8.82,36,Fully Paid,Good Loan,21700,956.97
LN100241,07-06-2022,46,Female,Central,59100,9,MORTGAGE,Bachelor's,Car,348,0,9400,Rejected,0,,48,Not Funded,N/A,0,0
LN100242,22-04-2023,46,Female,North,52200,27,RENT,Bachelor's,Business,375,0,39800,Rejected,0,,48,Not Funded,N/A,0,0
LN100243,05-12-2024,45,Male,West,47500,16,RENT,High School,Debt Consolidation,845,0,31000,Approved,28680,5.46,60,Fully Paid,Good Loan,28680,782.96
LN100244,02-06-2023,46,Female,Central,72000,25,MORTGAGE,Master's,Debt Consolidation,547,1,23100,Rejected,0,,48,Not Funded,N/A,0,0
LN100245,09-04-2022,46,Male,East,42200,24,RENT,Bachelor's,Personal,589,0,30100,Approved,29820,13.7,12,Fully Paid,Good Loan,29820,2042.67
LN100246,26-11-2024,48,Male,South,45200,11,MORTGAGE,Bachelor's,Home Improvement,834,0,36700,Approved,36660,5.45,48,Current,Good Loan,26641.64,725.98
LN100247,07-10-2022,38,Male,South,67100,2,MORTGAGE,Master's,Home Improvement,830,0,38600,Approved,36860,5.85,60,Charged Off,Bad Loan,1455.6,42.58
LN100248,12-05-2023,52,Male,Central,85400,28,RENT,Bachelor's,Debt Consolidation,735,0,31700,Approved,28970,6.67,36,Current,Good Loan,5834.83,194.59
LN100249,29-10-2022,23,Male,South,82000,23,MORTGAGE,Bachelor's,Car,682,0,34100,Approved,33550,9.74,48,Current,Good Loan,30124.61,1467.07
LN100250,30-06-2022,22,Male,West,48200,18,MORTGAGE,PhD,Debt Consolidation,395,0,16500,Approved,16240,17.1,60,Charged Off,Bad Loan,5129.96,438.61
LN100251,30-08-2023,53,Male,Central,30700,12,MORTGAGE,High School,Home Improvement,550,0,16300,Rejected,0,,48,Not Funded,N/A,0,0
LN100252,01-12-2023,62,Female,Central,47600,15,MORTGAGE,High School,Home Improvement,540,0,32500,Rejected,0,,48,Not Funded,N/A,0,0
LN100253,19-09-2024,39,Male,East,56000,26,MORTGAGE,High School,Car,604,1,30600,Rejected,0,,36,Not Funded,N/A,0,0
LN100254,10-07-2022,37,Female,West,32800,5,MORTGAGE,PhD,Home Improvement,739,0,36100,Approved,35550,6.88,60,Current,Good Loan,27864.34,958.53
LN100255,10-09-2022,64,Female,Central,47200,9,RENT,Bachelor's,Business,787,1,6200,Approved,5930,6.37,48,Current,Good Loan,4019.29,128.01
LN100256,07-09-2024,53,Male,South,93300,7,RENT,Bachelor's,Home Improvement,797,0,27900,Approved,25960,4.66,36,Fully Paid,Good Loan,25960,604.87
LN100257,16-07-2024,32,Female,South,57900,17,RENT,High School,Home Improvement,431,0,26300,Rejected,0,,60,Not Funded,N/A,0,0
LN100258,08-05-2022,23,Male,North,42500,31,OWN,High School,Personal,701,0,32100,Approved,29770,7.35,24,Fully Paid,Good Loan,29770,1094.05
LN100259,18-01-2022,63,Female,North,54900,16,OWN,High School,Medical,675,0,2000,Approved,1800,11.63,60,Current,Good Loan,1365.13,79.38
LN100260,20-07-2023,46,Female,Central,56300,1,RENT,Master's,Debt Consolidation,842,0,33200,Approved,29510,4,48,Current,Good Loan,12848.87,256.98
LN100261,24-07-2023,55,Female,East,45800,19,MORTGAGE,Bachelor's,Business,670,1,13700,Approved,12760,9.22,48,Charged Off,Bad Loan,3184.26,146.79
LN100262,17-11-2023,28,Female,Central,76700,9,RENT,Master's,Medical,711,1,27800,Approved,25530,8.31,60,Fully Paid,Good Loan,25530,1060.77
LN100263,18-09-2023,56,Female,West,23800,8,OWN,Bachelor's,Business,454,0,25000,Rejected,0,,36,Not Funded,N/A,0,0
LN100264,03-05-2024,27,Female,West,67000,24,RENT,Bachelor's,Business,544,0,18200,Rejected,0,,60,Not Funded,N/A,0,0
LN100265,19-08-2024,56,Male,East,41900,24,MORTGAGE,Bachelor's,Debt Consolidation,841,1,30100,Approved,28250,4.73,48,Current,Good Loan,17876.86,422.79
LN100266,04-06-2022,36,Male,North,86700,23,RENT,Master's,Debt Consolidation,374,0,38500,Rejected,0,,48,Not Funded,N/A,0,0
LN100267,05-05-2023,44,Male,Central,30500,5,RENT,PhD,Debt Consolidation,505,1,13600,Rejected,0,,12,Not Funded,N/A,0,0
LN100268,24-02-2024,21,Male,South,82600,29,RENT,Master's,Business,727,0,30200,Approved,28340,10.22,36,Fully Paid,Good Loan,28340,1448.17
LN100269,03-09-2022,45,Male,East,38000,9,MORTGAGE,Bachelor's,Personal,720,1,13300,Rejected,0,,12,Not Funded,N/A,0,0
LN100270,28-11-2024,30,Female,North,62600,30,RENT,High School,Car,448,0,34000,Rejected,0,,48,Not Funded,N/A,0,0
LN100271,29-01-2024,36,Male,Central,43900,17,RENT,Bachelor's,Debt Consolidation,387,0,18100,Rejected,0,,36,Not Funded,N/A,0,0
LN100272,22-06-2023,36,Female,Central,90000,32,RENT,High School,Medical,805,0,18500,Approved,16220,4.34,36,Fully Paid,Good Loan,16220,351.97
LN100273,09-07-2024,28,Female,East,49700,18,MORTGAGE,High School,Car,467,0,31100,Approved,30380,16.09,36,Fully Paid,Good Loan,30380,2444.07
LN100274,12-02-2023,49,Male,East,39100,22,OWN,High School,Home Improvement,488,0,20400,Rejected,0,,60,Not Funded,N/A,0,0
LN100275,09-06-2023,59,Female,West,101700,4,MORTGAGE,Bachelor's,Home Improvement,413,0,11400,Approved,10470,19.79,60,Current,Good Loan,9096.03,900.05
LN100276,07-04-2024,48,Male,South,47800,25,MORTGAGE,Bachelor's,Business,312,0,39800,Rejected,0,,48,Not Funded,N/A,0,0
LN100277,21-06-2024,26,Female,South,68500,28,RENT,Bachelor's,Business,456,0,25200,Rejected,0,,36,Not Funded,N/A,0,0
LN100278,05-02-2022,36,Male,West,82700,23,MORTGAGE,Bachelor's,Debt Consolidation,480,0,26200,Rejected,0,,36,Not Funded,N/A,0,0
LN100279,16-11-2023,40,Male,North,36500,5,MORTGAGE,High School,Home Improvement,619,0,26200,Approved,23490,10.1,36,Fully Paid,Good Loan,23490,1186.24
LN100280,20-01-2022,36,Male,South,65500,3,RENT,Bachelor's,Business,591,0,35500,Approved,31500,11.06,60,Current,Good Loan,6915.12,382.41
LN100281,17-11-2022,27,Male,East,69600,25,RENT,Bachelor's,Business,776,0,8200,Approved,7350,8.87,48,Fully Paid,Good Loan,7350,325.97
LN100282,27-05-2023,61,Male,South,27000,14,RENT,High School,Business,732,0,3300,Approved,3290,6.17,36,Current,Good Loan,2242.24,69.17
LN100283,04-02-2023,34,Male,North,62700,12,RENT,Master's,Car,468,0,16100,Approved,15060,15.23,36,Charged Off,Bad Loan,4251.63,323.76
LN100284,16-10-2023,63,Male,South,46200,21,RENT,Bachelor's,Debt Consolidation,701,0,23000,Approved,21580,9.9,24,Fully Paid,Good Loan,21580,1068.21
LN100285,29-08-2024,46,Female,South,112300,12,RENT,Bachelor's,Home Improvement,457,0,12100,Rejected,0,,12,Not Funded,N/A,0,0
LN100286,16-04-2023,46,Female,East,80000,16,RENT,Bachelor's,Medical,683,0,27900,Approved,25380,9.08,60,Fully Paid,Good Loan,25380,1152.25
LN100287,13-04-2024,34,Male,West,66000,24,MORTGAGE,Bachelor's,Education,697,0,3900,Approved,3890,8.65,24,Fully Paid,Good Loan,3890,168.24
LN100288,28-12-2023,27,Female,Central,21600,33,MORTGAGE,High School,Personal,355,2,31800,Rejected,0,,48,Not Funded,N/A,0,0
LN100289,03-05-2024,53,Female,North,66200,20,OWN,Bachelor's,Business,372,0,29000,Rejected,0,,12,Not Funded,N/A,0,0
LN100290,20-02-2022,46,Female,Central,38500,24,RENT,Bachelor's,Education,772,1,9300,Approved,8200,9.08,48,Current,Good Loan,3713.74,168.6
LN100291,29-07-2023,40,Male,South,80300,24,RENT,High School,Medical,479,0,12600,Approved,12370,15.36,60,Fully Paid,Good Loan,12370,950.02
LN100292,30-05-2022,23,Male,East,50400,21,OWN,Bachelor's,Debt Consolidation,493,0,32500,Rejected,0,,48,Not Funded,N/A,0,0
LN100293,10-11-2022,24,Male,East,42900,22,RENT,Bachelor's,Medical,683,0,31200,Approved,29470,10.3,36,Current,Good Loan,15339.38,789.98
LN100294,24-07-2023,46,Male,East,44500,24,MORTGAGE,High School,Debt Consolidation,528,0,32700,Rejected,0,,36,Not Funded,N/A,0,0
LN100295,01-11-2022,31,Female,West,45900,13,MORTGAGE,Master's,Home Improvement,565,0,13600,Approved,11640,11.46,48,Current,Good Loan,2430.43,139.26
LN100296,13-11-2023,22,Male,South,29500,13,MORTGAGE,Bachelor's,Debt Consolidation,370,0,38800,Rejected,0,,48,Not Funded,N/A,0,0
LN100297,17-04-2024,34,Female,South,31300,25,RENT,High School,Car,390,1,28900,Rejected,0,,48,Not Funded,N/A,0,0
LN100298,13-12-2024,64,Male,Central,46600,29,OWN,Bachelor's,Personal,375,2,3500,Rejected,0,,48,Not Funded,N/A,0,0
LN100299,29-09-2024,50,Female,South,109100,25,RENT,Bachelor's,Debt Consolidation,744,0,19600,Approved,17230,8.64,36,Fully Paid,Good Loan,17230,744.34
LN100300,20-03-2023,32,Male,North,74700,21,RENT,High School,Education,496,0,26900,Approved,24210,15.4,24,Fully Paid,Good Loan,24210,1864.17
LN100301,05-09-2023,46,Female,North,77800,33,MORTGAGE,Master's,Personal,483,0,7600,Approved,7550,14.36,24,Fully Paid,Good Loan,7550,542.09
LN100302,19-09-2024,64,Female,North,92900,24,MORTGAGE,Master's,Education,376,1,36200,Rejected,0,,48,Not Funded,N/A,0,0
LN100303,21-09-2022,53,Female,East,61500,12,OWN,Master's,Medical,747,0,30400,Approved,28500,7.21,48,Fully Paid,Good Loan,28500,1027.42
LN100304,12-12-2024,33,Male,East,44100,28,RENT,Bachelor's,Debt Consolidation,596,0,4200,Approved,3880,10.23,12,Charged Off,Bad Loan,1018.75,52.11
LN100305,30-09-2024,34,Male,South,45000,8,MORTGAGE,Master's,Debt Consolidation,687,0,36600,Approved,31940,10.53,48,Charged Off,Bad Loan,1408.72,74.17
LN100306,05-01-2022,44,Female,North,37400,14,MORTGAGE,Master's,Home Improvement,621,0,16800,Approved,16510,12.2,24,Current,Good Loan,11508.44,702.01
LN100307,13-02-2024,54,Male,West,78000,30,RENT,PhD,Personal,720,0,18600,Approved,16180,9.02,60,Fully Paid,Good Loan,16180,729.72
LN100308,26-05-2024,64,Male,West,35500,26,MORTGAGE,PhD,Medical,845,1,31500,Rejected,0,,60,Not Funded,N/A,0,0
LN100309,18-09-2024,46,Male,Central,138800,30,RENT,Bachelor's,Car,605,0,26100,Approved,23430,10.62,48,Fully Paid,Good Loan,23430,1244.13
LN100310,02-06-2024,41,Male,Central,36100,9,MORTGAGE,High School,Business,645,1,18100,Rejected,0,,48,Not Funded,N/A,0,0
LN100311,16-02-2022,48,Male,Central,93900,6,OWN,High School,Medical,560,1,11100,Approved,9790,11.74,60,Charged Off,Bad Loan,3614.21,212.15
LN100312,16-05-2024,56,Male,West,94200,31,MORTGAGE,Bachelor's,Medical,645,0,21200,Approved,20010,9.59,12,Fully Paid,Good Loan,20010,959.48
LN100313,02-04-2024,60,Male,East,71800,10,MORTGAGE,Master's,Business,448,0,23600,Rejected,0,,24,Not Funded,N/A,0,0
LN100314,24-07-2024,22,Male,North,112300,27,MORTGAGE,Bachelor's,Car,717,0,25600,Approved,24960,7.84,48,Fully Paid,Good Loan,24960,978.43
LN100315,18-10-2023,62,Female,East,49600,3,MORTGAGE,Master's,Debt Consolidation,328,1,24600,Rejected,0,,48,Not Funded,N/A,0,0
LN100316,26-09-2022,29,Male,North,57400,30,OWN,Bachelor's,Debt Consolidation,762,0,25100,Approved,24180,8.28,12,Fully Paid,Good Loan,24180,1001.05
LN100317,05-01-2023,43,Male,Central,59900,28,RENT,High School,Home Improvement,488,0,19600,Approved,19130,13.66,24,Charged Off,Bad Loan,1464.44,100.02
LN100318,28-09-2023,35,Female,East,70700,32,MORTGAGE,High School,Debt Consolidation,364,0,22900,Rejected,0,,48,Not Funded,N/A,0,0
LN100319,19-10-2023,33,Female,West,23900,3,RENT,Bachelor's,Debt Consolidation,758,0,12300,Approved,11500,8.24,24,Fully Paid,Good Loan,11500,473.8
LN100320,30-04-2022,43,Female,North,51600,25,MORTGAGE,Master's,Home Improvement,523,0,7200,Approved,7090,15.37,24,Fully Paid,Good Loan,7090,544.87
LN100321,10-04-2024,37,Female,East,79700,30,MORTGAGE,Master's,Debt Consolidation,775,0,24700,Approved,23570,7.5,60,Fully Paid,Good Loan,23570,883.88
LN100322,17-12-2024,22,Male,South,45800,30,OWN,Bachelor's,Medical,625,0,2800,Rejected,0,,48,Not Funded,N/A,0,0
LN100323,11-01-2024,40,Female,South,130900,26,OWN,Master's,Business,818,0,3500,Approved,3380,5.6,60,Current,Good Loan,1563.25,43.77
LN100324,27-04-2022,40,Male,South,57400,24,MORTGAGE,High School,Home Improvement,491,0,10600,Rejected,0,,24,Not Funded,N/A,0,0
LN100325,01-03-2024,23,Female,North,68300,30,MORTGAGE,Bachelor's,Debt Consolidation,387,1,8600,Rejected,0,,48,Not Funded,N/A,0,0
LN100326,09-10-2024,32,Male,South,108900,22,MORTGAGE,High School,Business,757,0,15600,Approved,15100,9.13,36,Current,Good Loan,3786.76,172.87
LN100327,17-12-2024,60,Female,East,57400,34,RENT,High School,Home Improvement,457,0,15500,Approved,15110,17.29,36,Charged Off,Bad Loan,4992.22,431.58
LN100328,26-09-2023,22,Male,Central,108100,3,RENT,PhD,Debt Consolidation,572,1,5600,Rejected,0,,12,Not Funded,N/A,0,0
LN100329,28-05-2023,56,Male,South,70400,27,RENT,Master's,Education,631,0,10600,Approved,10560,12.12,60,Current,Good Loan,2400.35,145.46
LN100330,12-03-2024,34,Female,South,70500,12,MORTGAGE,High School,Business,581,0,1200,Approved,1130,13.79,24,Current,Good Loan,644.59,44.44
LN100331,14-07-2023,36,Male,Central,36300,0,RENT,High School,Debt Consolidation,462,1,14700,Rejected,0,,36,Not Funded,N/A,0,0
LN100332,03-05-2023,39,Male,East,89100,11,RENT,High School,Debt Consolidation,473,0,32100,Approved,30010,16.34,48,Current,Good Loan,18813.39,1537.05
LN100333,15-06-2024,54,Male,East,41200,25,RENT,High School,Business,407,0,11400,Rejected,0,,24,Not Funded,N/A,0,0
LN100334,05-12-2023,64,Male,East,49800,22,RENT,Bachelor's,Car,600,0,26100,Rejected,0,,12,Not Funded,N/A,0,0
LN100335,04-08-2023,26,Male,West,95500,21,RENT,Bachelor's,Home Improvement,630,0,4800,Approved,4130,11.47,24,Charged Off,Bad Loan,1114.1,63.89
LN100336,29-02-2024,33,Female,South,45900,27,RENT,Bachelor's,Car,443,0,1500,Rejected,0,,12,Not Funded,N/A,0,0
LN100337,10-05-2024,56,Male,South,63400,16,RENT,High School,Home Improvement,357,0,20400,Rejected,0,,24,Not Funded,N/A,0,0
LN100338,04-09-2022,42,Male,West,52900,5,MORTGAGE,High School,Car,597,0,19000,Approved,17770,13.43,48,Fully Paid,Good Loan,17770,1193.26
LN100339,03-06-2022,38,Male,North,53700,13,RENT,Bachelor's,Personal,487,0,8500,Rejected,0,,60,Not Funded,N/A,0,0
LN100340,23-09-2024,32,Female,Central,50700,16,OWN,Master's,Debt Consolidation,739,0,12200,Approved,11180,7.9,36,Fully Paid,Good Loan,11180,441.61
